都道府県名,年齢5歳階級,元号,和暦（年）,西暦（年）,人口（総数）,人口（男）,人口（女）
青森県,0～4歳,昭和,30,1955,178332,91014,87318
青森県,5～9歳,昭和,30,1955,191921,97707,94214
青森県,10～14歳,昭和,30,1955,153923,77826,76097
青森県,15～19歳,昭和,30,1955,137212,67994,69218
青森県,20～24歳,昭和,30,1955,130707,62242,68465
青森県,25～29歳,昭和,30,1955,113474,55546,57928
青森県,30～34歳,昭和,30,1955,89813,41597,48216
青森県,35～39歳,昭和,30,1955,73550,33991,39559
青森県,40～44歳,昭和,30,1955,70080,34156,35924
青森県,45～49歳,昭和,30,1955,60605,30042,30563
青森県,50～54歳,昭和,30,1955,51600,25961,25639
青森県,55～59歳,昭和,30,1955,41638,20689,20949
青森県,60～64歳,昭和,30,1955,34217,16648,17569
青森県,65～69歳,昭和,30,1955,25063,11485,13578
青森県,70～74歳,昭和,30,1955,16558,6992,9566
青森県,75～79歳,昭和,30,1955,9209,3468,5741
青森県,80～84歳,昭和,30,1955,3503,1181,2322
青森県,85歳以上,昭和,30,1955,1095,289,806
青森県,総数,昭和,35,1960,1426606,694037,732569
青森県,0～4歳,昭和,35,1960,146482,74260,72222
青森県,5～9歳,昭和,35,1960,176606,90079,86527
青森県,10～14歳,昭和,35,1960,190309,96826,93483
青森県,15～19歳,昭和,35,1960,130156,62881,67275
青森県,20～24歳,昭和,35,1960,117131,54515,62616
青森県,25～29歳,昭和,35,1960,123335,59237,64098
青森県,30～34歳,昭和,35,1960,110085,53997,56088
青森県,35～39歳,昭和,35,1960,87090,40128,46962
青森県,40～44歳,昭和,35,1960,70986,32494,38492
青森県,45～49歳,昭和,35,1960,67021,32292,34729
青森県,50～54歳,昭和,35,1960,57342,28064,29278
青森県,55～59歳,昭和,35,1960,48164,23816,24348
青森県,60～64歳,昭和,35,1960,37528,18077,19451
青森県,65～69歳,昭和,35,1960,28852,13436,15416
青森県,70～74歳,昭和,35,1960,18868,8026,10842
青森県,75～79歳,昭和,35,1960,10596,4033,6563
青森県,80～84歳,昭和,35,1960,4555,1465,3090
青森県,85歳以上,昭和,35,1960,1500,411,1089
青森県,総数,昭和,40,1965,1416591,682972,733619
青森県,0～4歳,昭和,40,1965,130920,66989,63931
青森県,5～9歳,昭和,40,1965,143525,72363,71162
青森県,10～14歳,昭和,40,1965,172623,87721,84902
青森県,15～19歳,昭和,40,1965,149800,73921,75879
青森県,20～24歳,昭和,40,1965,101369,45576,55793
青森県,25～29歳,昭和,40,1965,109281,51469,57812
青森県,30～34歳,昭和,40,1965,118165,56893,61272
青森県,35～39歳,昭和,40,1965,105733,51661,54072
青森県,40～44歳,昭和,40,1965,83323,37906,45417
青森県,45～49歳,昭和,40,1965,67378,30278,37100
青森県,50～54歳,昭和,40,1965,63040,29845,33195
青森県,55～59歳,昭和,40,1965,53124,25520,27604
青森県,60～64歳,昭和,40,1965,43308,20740,22568
青森県,65～69歳,昭和,40,1965,31964,14775,17189
青森県,70～74歳,昭和,40,1965,22603,9965,12638
青森県,75～79歳,昭和,40,1965,12612,4914,7698
青森県,80～84歳,昭和,40,1965,5571,1813,3758
青森県,85歳以上,昭和,40,1965,2252,623,1629
青森県,総数,昭和,45,1970,1427520,685477,742043
青森県,0～4歳,昭和,45,1970,123352,63034,60318
青森県,5～9歳,昭和,45,1970,131260,67205,64055
青森県,10～14歳,昭和,45,1970,142271,71632,70639
青森県,15～19歳,昭和,45,1970,136695,67744,68951
青森県,20～24歳,昭和,45,1970,121345,56007,65338
青森県,25～29歳,昭和,45,1970,102136,48040,54096
青森県,30～34歳,昭和,45,1970,108495,51558,56937
青森県,35～39歳,昭和,45,1970,115909,55894,60015
青森県,40～44歳,昭和,45,1970,102263,49999,52264
青森県,45～49歳,昭和,45,1970,80768,36558,44210
青森県,50～54歳,昭和,45,1970,64779,29050,35729
青森県,55～59歳,昭和,45,1970,59068,27609,31459
青森県,60～64歳,昭和,45,1970,48777,22729,26048
青森県,65～69歳,昭和,45,1970,38274,17592,20682
青森県,70～74歳,昭和,45,1970,26175,11267,14908
青森県,75～79歳,昭和,45,1970,15845,6328,9517
青森県,80～84歳,昭和,45,1970,7185,2419,4766
青森県,85歳以上,昭和,45,1970,2923,812,2111
青森県,総数,昭和,50,1975,1468646,707232,761414
青森県,0～4歳,昭和,50,1975,124365,63327,61038
青森県,5～9歳,昭和,50,1975,124903,63929,60974
青森県,10～14歳,昭和,50,1975,130950,66993,63957
青森県,15～19歳,昭和,50,1975,119219,59365,59854
青森県,20～24歳,昭和,50,1975,110191,52172,58019
青森県,25～29歳,昭和,50,1975,126199,61862,64337
青森県,30～34歳,昭和,50,1975,104367,49970,54397
青森県,35～39歳,昭和,50,1975,107838,51408,56430
青森県,40～44歳,昭和,50,1975,114170,55046,59124
青森県,45～49歳,昭和,50,1975,100141,48700,51441
青森県,50～54歳,昭和,50,1975,77458,34764,42694
青森県,55～59歳,昭和,50,1975,61613,27147,34466
青森県,60～64歳,昭和,50,1975,56345,25836,30509
青森県,65～69歳,昭和,50,1975,44675,20158,24517
青森県,70～74歳,昭和,50,1975,32535,14018,18517
青森県,75～79歳,昭和,50,1975,19750,7818,11932
青森県,80～84歳,昭和,50,1975,9758,3500,6258
青森県,85歳以上,昭和,50,1975,4034,1149,2885
青森県,総数,昭和,55,1980,1523907,735444,788463
青森県,0～4歳,昭和,55,1980,112171,57449,54722
青森県,5～9歳,昭和,55,1980,128051,65182,62869
青森県,10～14歳,昭和,55,1980,126232,64564,61668
青森県,15～19歳,昭和,55,1980,116892,59243,57649
青森県,20～24歳,昭和,55,1980,99932,48056,51876
青森県,25～29歳,昭和,55,1980,119729,58793,60936
青森県,30～34歳,昭和,55,1980,130230,64790,65440
青森県,35～39歳,昭和,55,1980,105728,50918,54810
青森県,40～44歳,昭和,55,1980,107093,51189,55904
青森県,45～49歳,昭和,55,1980,111534,53376,58158
青森県,50～54歳,昭和,55,1980,97465,46876,50589
青森県,55～59歳,昭和,55,1980,75058,33229,41829
青森県,60～64歳,昭和,55,1980,59125,25678,33447
青森県,65～69歳,昭和,55,1980,51880,23226,28654
青森県,70～74歳,昭和,55,1980,38815,16621,22194
青森県,75～79歳,昭和,55,1980,25245,9994,15251
青森県,80～84歳,昭和,55,1980,12780,4452,8328
青森県,85歳以上,昭和,55,1980,5796,1714,4082
青森県,総数,昭和,60,1985,1524448,731439,793009
青森県,0～4歳,昭和,60,1985,98778,50740,48038
青森県,5～9歳,昭和,60,1985,112465,57670,54795
青森県,10～14歳,昭和,60,1985,127311,64759,62552
青森県,15～19歳,昭和,60,1985,111294,56297,54997
青森県,20～24歳,昭和,60,1985,90408,43594,46814
青森県,25～29歳,昭和,60,1985,100590,48763,51827
青森県,30～34歳,昭和,60,1985,118712,58340,60372
青森県,35～39歳,昭和,60,1985,128121,63307,64814
青森県,40～44歳,昭和,60,1985,102523,48960,53563
青森県,45～49歳,昭和,60,1985,103021,48609,54412
青森県,50～54歳,昭和,60,1985,107269,50613,56656
青森県,55～59歳,昭和,60,1985,93343,44208,49135
青森県,60～64歳,昭和,60,1985,72048,31485,40563
青森県,65～69歳,昭和,60,1985,55164,23330,31834
青森県,70～74歳,昭和,60,1985,46220,19731,26489
青森県,75～79歳,昭和,60,1985,31417,12361,19056
青森県,80～84歳,昭和,60,1985,17135,6159,10976
青森県,85歳以上,昭和,60,1985,8611,2502,6109
青森県,総数,平成,2,1990,1482873,704758,778115
青森県,0～4歳,平成,2,1990,80368,41102,39266
青森県,5～9歳,平成,2,1990,97852,50223,47629
青森県,10～14歳,平成,2,1990,110862,56829,54033
青森県,15～19歳,平成,2,1990,110529,55680,54849
青森県,20～24歳,平成,2,1990,79813,38742,41071
青森県,25～29歳,平成,2,1990,86833,41638,45195
青森県,30～34歳,平成,2,1990,97415,46985,50430
青森県,35～39歳,平成,2,1990,115269,56148,59121
青森県,40～44歳,平成,2,1990,123320,60262,63058
青森県,45～49歳,平成,2,1990,97683,45981,51702
青森県,50～54歳,平成,2,1990,98133,45523,52610
青森県,55～59歳,平成,2,1990,102354,47256,55098
青森県,60～64歳,平成,2,1990,89455,41551,47904
青森県,65～69歳,平成,2,1990,68035,28835,39200
青森県,70～74歳,平成,2,1990,50050,20227,29823
青森県,75～79歳,平成,2,1990,38500,15249,23251
青森県,80～84歳,平成,2,1990,22558,7981,14577
青森県,85歳以上,平成,2,1990,12633,3799,8834
青森県,総数,平成,7,1995,1481663,704189,777474
青森県,0～4歳,平成,7,1995,72195,36776,35419
青森県,5～9歳,平成,7,1995,82433,42037,40396
青森県,10～14歳,平成,7,1995,97786,50125,47661
青森県,15～19歳,平成,7,1995,101529,51707,49822
青森県,20～24歳,平成,7,1995,89199,44932,44267
青森県,25～29歳,平成,7,1995,83845,40822,43023
青森県,30～34歳,平成,7,1995,89994,43910,46084
青森県,35～39歳,平成,7,1995,98625,47998,50627
青森県,40～44歳,平成,7,1995,114908,56383,58525
青森県,45～49歳,平成,7,1995,121605,59549,62056
青森県,50～54歳,平成,7,1995,95745,44740,51005
青森県,55～59歳,平成,7,1995,95826,43968,51858
青森県,60～64歳,平成,7,1995,100035,45652,54383
青森県,65～69歳,平成,7,1995,85455,38758,46697
青森県,70～74歳,平成,7,1995,62394,25340,37054
青森県,75～79歳,平成,7,1995,42512,15770,26742
青森県,80～84歳,平成,7,1995,28427,9919,18508
青森県,85歳以上,平成,7,1995,17957,5063,12894
青森県,総数,平成,12,2000,1475728,702573,773155
青森県,0～4歳,平成,12,2000,66182,33727,32455
青森県,5～9歳,平成,12,2000,74333,37838,36495
青森県,10～14歳,平成,12,2000,82626,42110,40516
青森県,15～19歳,平成,12,2000,90446,46338,44108
青森県,20～24歳,平成,12,2000,83011,42560,40451
青森県,25～29歳,平成,12,2000,90363,45332,45031
青森県,30～34歳,平成,12,2000,87273,42977,44296
青森県,35～39歳,平成,12,2000,91897,45177,46720
青森県,40～44歳,平成,12,2000,98801,48425,50376
青森県,45～49歳,平成,12,2000,114017,56186,57831
青森県,50～54歳,平成,12,2000,119930,58701,61229
青森県,55～59歳,平成,12,2000,94161,43731,50430
青森県,60～64歳,平成,12,2000,94762,43210,51552
青森県,65～69歳,平成,12,2000,96613,43422,53191
青森県,70～74歳,平成,12,2000,78886,34316,44570
青森県,75～79歳,平成,12,2000,54005,20409,33596
青森県,80～84歳,平成,12,2000,32547,10749,21798
青森県,85歳以上,平成,12,2000,25048,6887,18161
青森県,総数,平成,17,2005,1436657,679077,757580
青森県,0～4歳,平成,17,2005,58032,29521,28511
青森県,5～9歳,平成,17,2005,66901,34216,32685
青森県,10～14歳,平成,17,2005,74026,37648,36378
青森県,15～19歳,平成,17,2005,76025,38769,37256
青森県,20～24歳,平成,17,2005,71705,36292,35413
青森県,25～29歳,平成,17,2005,79639,40124,39515
青森県,30～34歳,平成,17,2005,89863,44797,45066
青森県,35～39歳,平成,17,2005,86530,42307,44223
青森県,40～44歳,平成,17,2005,90621,44364,46257
青森県,45～49歳,平成,17,2005,96704,46966,49738
青森県,50～54歳,平成,17,2005,110894,54034,56860
青森県,55～59歳,平成,17,2005,116476,56266,60210
青森県,60～64歳,平成,17,2005,92399,42489,49910
青森県,65～69歳,平成,17,2005,90975,40922,50053
青森県,70～74歳,平成,17,2005,89676,38829,50847
青森県,75～79歳,平成,17,2005,69229,28137,41092
青森県,80～84歳,平成,17,2005,43308,14613,28695
青森県,85歳以上,平成,17,2005,33374,8571,24803
青森県,総数,平成,22,2010,1373339,646141,727198
青森県,0～4歳,平成,22,2010,48461,24618,23843
青森県,5～9歳,平成,22,2010,57358,29270,28088
青森県,10～14歳,平成,22,2010,66023,33697,32326
青森県,15～19歳,平成,22,2010,67308,34303,33005
青森県,20～24歳,平成,22,2010,56205,28329,27876
青森県,25～29歳,平成,22,2010,65738,33175,32563
青森県,30～34歳,平成,22,2010,77699,39124,38575
青森県,35～39歳,平成,22,2010,88118,43825,44293
青森県,40～44歳,平成,22,2010,85099,41593,43506
青森県,45～49歳,平成,22,2010,88299,43032,45267
青森県,50～54歳,平成,22,2010,94027,45375,48652
青森県,55～59歳,平成,22,2010,107612,51844,55768
青森県,60～64歳,平成,22,2010,113482,54288,59194
青森県,65～69歳,平成,22,2010,88421,39992,48429
青森県,70～74歳,平成,22,2010,84694,36738,47956
青森県,75～79歳,平成,22,2010,79301,32240,47061
青森県,80～84歳,平成,22,2010,55704,20233,35471
青森県,85歳以上,平成,22,2010,44648,11433,33215
青森県,総数,平成,27,2015,1308265,614694,693571
青森県,0～4歳,平成,27,2015,42943,21983,20960
青森県,5～9歳,平成,27,2015,48296,24551,23745
青森県,10～14歳,平成,27,2015,56969,29127,27842
青森県,15～19歳,平成,27,2015,60960,31176,29784
青森県,20～24歳,平成,27,2015,50486,25928,24558
青森県,25～29歳,平成,27,2015,53303,27101,26202
青森県,30～34歳,平成,27,2015,65011,32674,32337
青森県,35～39歳,平成,27,2015,76138,38168,37970
青森県,40～44歳,平成,27,2015,86583,42830,43753
青森県,45～49歳,平成,27,2015,83018,40358,42660
青森県,50～54歳,平成,27,2015,86140,41830,44310
青森県,55～59歳,平成,27,2015,91592,43800,47792
青森県,60～64歳,平成,27,2015,104636,49931,54705
青森県,65～69歳,平成,27,2015,108925,51459,57466
青森県,70～74歳,平成,27,2015,82671,36303,46368
青森県,75～79歳,平成,27,2015,75431,31045,44386
青森県,80～84歳,平成,27,2015,65066,24011,41055
青森県,85歳以上,平成,27,2015,58847,16019,42828
岩手県,総数,大正,9,1920,845540,421069,424471
岩手県,0～4歳,大正,9,1920,124419,62684,61735
岩手県,5～9歳,大正,9,1920,106416,54204,52212
岩手県,10～14歳,大正,9,1920,90905,46071,44834
岩手県,15～19歳,大正,9,1920,77633,39182,38451
岩手県,20～24歳,大正,9,1920,63023,30388,32635
岩手県,25～29歳,大正,9,1920,56470,28096,28374
岩手県,30～34歳,大正,9,1920,54597,26666,27931
岩手県,35～39歳,大正,9,1920,51781,25706,26075
岩手県,40～44歳,大正,9,1920,46056,22961,23095
岩手県,45～49歳,大正,9,1920,36819,18405,18414
岩手県,50～54歳,大正,9,1920,31679,15918,15761
岩手県,55～59歳,大正,9,1920,27927,13842,14085
岩手県,60～64歳,大正,9,1920,25472,12463,13009
岩手県,65～69歳,大正,9,1920,22802,10969,11833
岩手県,70～74歳,大正,9,1920,16213,7642,8571
岩手県,75～79歳,大正,9,1920,9350,4257,5093
岩手県,80歳以上,大正,9,1920,3978,1615,2363
岩手県,総数,大正,14,1925,900984,448637,452347
岩手県,0～4歳,大正,14,1925,138066,69907,68159
岩手県,5～9歳,大正,14,1925,113979,57489,56490
岩手県,10～14歳,大正,14,1925,102051,52007,50044
岩手県,15～19歳,大正,14,1925,81731,40949,40782
岩手県,20～24歳,大正,14,1925,69254,33870,35384
岩手県,25～29歳,大正,14,1925,60780,30077,30703
岩手県,30～34歳,大正,14,1925,53809,27020,26789
岩手県,35～39歳,大正,14,1925,52248,25812,26436
岩手県,40～44歳,大正,14,1925,49188,24573,24615
岩手県,45～49歳,大正,14,1925,43374,21575,21799
岩手県,50～54歳,大正,14,1925,33921,16857,17064
岩手県,55～59歳,大正,14,1925,28227,13974,14253
岩手県,60～64歳,大正,14,1925,24025,11520,12505
岩手県,65～69歳,大正,14,1925,20086,9535,10551
岩手県,70～74歳,大正,14,1925,15788,7264,8524
岩手県,75～79歳,大正,14,1925,9336,4132,5204
岩手県,80～84歳,大正,14,1925,4111,1696,2415
岩手県,85歳以上,大正,14,1925,1010,380,630
岩手県,総数,昭和,5,1930,975771,486925,488846
岩手県,0～4歳,昭和,5,1930,150943,76179,74764
岩手県,5～9歳,昭和,5,1930,128715,65364,63351
岩手県,10～14歳,昭和,5,1930,109656,55379,54277
岩手県,15～19歳,昭和,5,1930,92872,47079,45793
岩手県,20～24歳,昭和,5,1930,74347,36684,37663
岩手県,25～29歳,昭和,5,1930,67097,33743,33354
岩手県,30～34歳,昭和,5,1930,58616,29431,29185
岩手県,35～39歳,昭和,5,1930,52337,26444,25893
岩手県,40～44歳,昭和,5,1930,49891,24838,25053
岩手県,45～49歳,昭和,5,1930,46501,23163,23338
岩手県,50～54歳,昭和,5,1930,40433,20011,20422
岩手県,55～59歳,昭和,5,1930,30755,15039,15716
岩手県,60～64歳,昭和,5,1930,24403,11690,12713
岩手県,65～69歳,昭和,5,1930,19269,8933,10336
岩手県,70～74歳,昭和,5,1930,14341,6457,7884
岩手県,75～79歳,昭和,5,1930,9625,4138,5487
岩手県,80歳以上,昭和,5,1930,5970,2353,3617
岩手県,総数,昭和,10,1935,1046111,519485,526626
岩手県,0～4歳,昭和,10,1935,158711,80265,78446
岩手県,5～9歳,昭和,10,1935,141837,71480,70357
岩手県,10～14歳,昭和,10,1935,123819,63022,60797
岩手県,15～19歳,昭和,10,1935,96994,48309,48685
岩手県,20～24歳,昭和,10,1935,81459,39015,42444
岩手県,25～29歳,昭和,10,1935,71081,35166,35915
岩手県,30～34歳,昭和,10,1935,64617,32377,32240
岩手県,35～39歳,昭和,10,1935,56303,28379,27924
岩手県,40～44歳,昭和,10,1935,49502,25104,24398
岩手県,45～49歳,昭和,10,1935,47087,23332,23755
岩手県,50～54歳,昭和,10,1935,43137,21293,21844
岩手県,55～59歳,昭和,10,1935,36609,17817,18792
岩手県,60～64歳,昭和,10,1935,26650,12696,13954
岩手県,65～69歳,昭和,10,1935,19440,8972,10468
岩手県,70～74歳,昭和,10,1935,13970,6175,7795
岩手県,75～79歳,昭和,10,1935,8680,3684,4996
岩手県,80歳以上,昭和,10,1935,6215,2399,3816
岩手県,総数,昭和,15,1940,1095671,544185,551486
